year,district_id,district_name,province_name,area_km2,latitude,longitude,fire_density_per_km2,fire_count_modis,fire_count_viirs,total_fires,total_frp_modis_mw,total_frp_viirs_mw,total_frp_all_mw,mean_frp_modis_mw,mean_frp_viirs_mw,high_confidence_fires_modis,high_confidence_fires_viirs,co_concentration_ppbv,co_enhancement_factor,fire_season_intensity,co_pollution_level
2018,232,Flores Timur,Nusa Tenggara Timur,4372.12,1.0095,120.9576,0.0782,115,227,342,645.29,1244.64,1889.93,5.61,5.48,89,201,143.2,0.95,Moderate,Background
2019,232,Flores Timur,Nusa Tenggara Timur,4372.12,1.0095,120.9576,0.1834,348,454,802,77.16,1956.48,2033.64,0.22,4.31,222,378,181.0,1.21,High,Elevated
2020,232,Flores Timur,Nusa Tenggara Timur,4372.12,1.0095,120.9576,0.0908,139,258,397,2624.07,915.88,3539.94,18.88,3.55,105,224,183.0,1.22,Moderate,Elevated
2010,233,Kupang,Nusa Tenggara Timur,1140.32,-3.8994,121.689,0.1622,78,107,185,208.23,740.53,948.76,2.67,6.92,59,94,138.8,0.93,Moderate,Background
2011,233,Kupang,Nusa Tenggara Timur,1140.32,-3.8994,121.689,0.3666,175,243,418,292.91,3961.9,4254.81,1.67,16.3,106,190,224.5,1.5,Moderate,Elevated
2012,233,Kupang,Nusa Tenggara Timur,1140.32,-3.8994,121.689,0.3394,159,228,387,234.78,884.02,1118.8,1.48,3.88,126,191,104.6,0.7,Moderate,Background
2013,233,Kupang,Nusa Tenggara Timur,1140.32,-3.8994,121.689,0.328,148,226,374,184.77,1384.22,1569.0,1.25,6.12,97,188,106.2,0.71,Moderate,Background
2014,233,Kupang,Nusa Tenggara Timur,1140.32,-3.8994,121.689,0.3718,158,266,424,1618.92,839.35,2458.27,10.25,3.16,97,232,133.6,0.89,Moderate,Background
2015,233,Kupang,Nusa Tenggara Timur,1140.32,-3.8994,121.689,0.7059,322,483,805,400.03,2684.06,3084.1,1.24,5.56,244,412,273.3,1.82,High,High
2016,233,Kupang,Nusa Tenggara Timur,1140.32,-3.8994,121.689,0.2236,103,152,255,89.99,2364.67,2454.67,0.87,15.56,79,131,50.0,0.33,Moderate,Background
2017,233,Kupang,Nusa Tenggara Timur,1140.32,-3.8994,121.689,0.3385,163,223,386,1111.72,1951.62,3063.35,6.82,8.75,112,195,187.2,1.25,Moderate,Elevated
2018,233,Kupang,Nusa Tenggara Timur,1140.32,-3.8994,121.689,0.2762,134,181,315,195.61,601.68,797.29,1.46,3.32,94,131,223.9,1.49,Moderate,Elevated
2019,233,Kupang,Nusa Tenggara Timur,1140.32,-3.8994,121.689,0.5577,265,371,636,689.97,485.01,1174.98,2.6,1.31,170,295,319.6,2.13,High,High
2020,233,Kupang,Nusa Tenggara Timur,1140.32,-3.8994,121.689,0.2719,129,181,310,1583.29,1393.73,2977.02,12.27,7.7,95,129,256.0,1.71,Moderate,High
2010,234,Lembata,Nusa Tenggara Timur,2621.6,-1.025,129.7102,0.0706,74,111,185,280.86,64.5,345.37,3.8,0.58,53,92,119.3,0.8,Moderate,Background
2011,234,Lembata,Nusa Tenggara Timur,2621.6,-1.025,129.7102,0.1636,171,258,429,1456.86,1654.39,3111.25,8.52,6.41,102,213,231.9,1.55,Moderate,Elevated
2012,234,Lembata,Nusa Tenggara Timur,2621.6,-1.025,129.7102,0.1545,162,243,405,588.51,294.63,883.14,3.63,1.21,100,205,250.9,1.67,Moderate,High
2013,234,Lembata,Nusa Tenggara Timur,2621.6,-1.025,129.7102,0.1457,146,236,382,142.9,511.5,654.41,0.98,2.17,112,193,260.3,1.74,Moderate,High
2014,234,Lembata,Nusa Tenggara Timur,2621.6,-1.025,129.7102,0.1743,194,263,457,2261.43,1133.87,3395.31,11.66,4.31,137,229,161.4,1.08,Moderate,Elevated
2015,234,Lembata,Nusa Tenggara Timur,2621.6,-1.025,129.7102,0.4059,457,607,1064,3825.85,2738.0,6563.85,8.37,4.51,313,435,233.4,1.56,Extreme,Elevated
2016,234,Lembata,Nusa Tenggara Timur,2621.6,-1.025,129.7102,0.0473,45,79,124,331.45,356.86,688.31,7.37,4.52,31,55,161.9,1.08,Moderate,Elevated
2017,234,Lembata,Nusa Tenggara Timur,2621.6,-1.025,129.7102,0.124,131,194,325,474.74,525.75,1000.49,3.62,2.71,80,141,216.4,1.44,Moderate,Elevated
2018,234,Lembata,Nusa Tenggara Timur,2621.6,-1.025,129.7102,0.1434,166,210,376,394.22,1180.66,1574.87,2.37,5.62,112,158,97.2,0.65,Moderate,Background
2019,234,Lembata,Nusa Tenggara Timur,2621.6,-1.025,129.7102,0.407,497,570,1067,510.51,2185.98,2696.49,1.03,3.84,336,476,405.5,2.7,Extreme,Severe
2020,234,Lembata,Nusa Tenggara Timur,2621.6,-1.025,129.7102,0.1488,168,222,390,1723.69,2624.54,4348.23,10.26,11.82,119,168,198.7,1.32,Moderate,Elevated
2010,235,Manggarai,Nusa Tenggara Timur,1614.43,-5.1338,102.5603,0.1666,111,158,269,220.92,282.66,503.58,1.99,1.79,86,137,104.5,0.7,Moderate,Background
2011,235,Manggarai,Nusa Tenggara Timur,1614.43,-5.1338,102.5603,0.2732,171,270,441,781.76,1052.93,1834.69,4.57,3.9,125,231,256.5,1.71,Moderate,High
2012,235,Manggarai,Nusa Tenggara Timur,1614.43,-5.1338,102.5603,0.2087,133,204,337,106.51,1035.75,1142.27,0.8,5.08,104,158,123.2,0.82,Moderate,Background
2013,235,Manggarai,Nusa Tenggara Timur,1614.43,-5.1338,102.5603,0.2893,191,276,467,352.33,427.57,779.9,1.84,1.55,132,216,132.7,0.88,Moderate,Background
2014,235,Manggarai,Nusa Tenggara Timur,1614.43,-5.1338,102.5603,0.2354,162,218,380,360.27,594.56,954.83,2.22,2.73,117,172,236.5,1.58,Moderate,Elevated
2015,235,Manggarai,Nusa Tenggara Timur,1614.43,-5.1338,102.5603,0.6256,422,588,1010,651.99,1775.4,2427.39,1.54,3.02,274,425,309.7,2.06,Extreme,High
2016,235,Manggarai,Nusa Tenggara Timur,1614.43,-5.1338,102.5603,0.1202,74,120,194,244.66,259.43,504.09,3.31,2.16,51,93,175.4,1.17,Moderate,Elevated
2017,235,Manggarai,Nusa Tenggara Timur,1614.43,-5.1338,102.5603,0.2292,145,225,370,1473.13,898.29,2371.42,10.16,3.99,102,167,156.0,1.04,Moderate,Elevated
2018,235,Manggarai,Nusa Tenggara Timur,1614.43,-5.1338,102.5603,0.236,144,237,381,672.53,546.59,1219.12,4.67,2.31,89,175,321.6,2.14,Moderate,High
2019,235,Manggarai,Nusa Tenggara Timur,1614.43,-5.1338,102.5603,0.6491,428,620,1048,2141.76,2676.96,4818.72,5.0,4.32,279,484,500.0,3.33,Extreme,Severe
2020,235,Manggarai,Nusa Tenggara Timur,1614.43,-5.1338,102.5603,0.1772,94,192,286,2250.08,921.11,3171.19,23.94,4.8,57,146,236.7,1.58,Moderate,Elevated
2010,236,Manggarai Barat,Nusa Tenggara Timur,3847.0,-6.771,114.3698,0.0673,106,153,259,163.97,829.12,993.09,1.55,5.42,82,108,123.3,0.82,Moderate,Background
2011,236,Manggarai Barat,Nusa Tenggara Timur,3847.0,-6.771,114.3698,0.0972,155,219,374,175.79,881.75,1057.54,1.13,4.03,113,188,168.9,1.13,Moderate,Elevated
2012,236,Manggarai Barat,Nusa Tenggara Timur,3847.0,-6.771,114.3698,0.1097,151,271,422,17472.15,8888.81,26360.96,115.71,32.8,92,240,154.4,1.03,Moderate,Elevated
2013,236,Manggarai Barat,Nusa Tenggara Timur,3847.0,-6.771,114.3698,0.0769,111,185,296,942.68,754.69,1697.37,8.49,4.08,68,152,238.2,1.59,Moderate,Elevated
2014,236,Manggarai Barat,Nusa Tenggara Timur,3847.0,-6.771,114.3698,0.086,116,215,331,93.31,2426.64,2519.96,0.8,11.29,78,180,150.7,1.0,Moderate,Elevated
2015,236,Manggarai Barat,Nusa Tenggara Timur,3847.0,-6.771,114.3698,0.208,312,488,800,538.97,4759.59,5298.56,1.73,9.75,202,438,237.0,1.58,High,Elevated
2016,236,Manggarai Barat,Nusa Tenggara Timur,3847.0,-6.771,114.3698,0.039,55,95,150,355.49,556.46,911.95,6.46,5.86,39,69,157.6,1.05,Moderate,Elevated
2017,236,Manggarai Barat,Nusa Tenggara Timur,3847.0,-6.771,114.3698,0.0975,158,217,375,71.75,664.76,736.51,0.45,3.06,126,159,161.2,1.07,Moderate,Elevated
2018,236,Manggarai Barat,Nusa Tenggara Timur,3847.0,-6.771,114.3698,0.1139,162,276,438,323.06,1201.41,1524.47,1.99,4.35,128,203,312.7,2.08,Moderate,High
2019,236,Manggarai Barat,Nusa Tenggara Timur,3847.0,-6.771,114.3698,0.2103,321,488,809,2855.37,7946.82,10802.19,8.9,16.28,228,402,216.4,1.44,High,Elevated
2020,236,Manggarai Barat,Nusa Tenggara Timur,3847.0,-6.771,114.3698,0.1149,195,247,442,5275.27,1116.09,6391.35,27.05,4.52,121,209,146.2,0.97,Moderate,Background
2010,237,Manggarai Timur,Nusa Tenggara Timur,2303.09,5.4349,138.7474,0.0881,86,117,203,658.33,897.13,1555.46,7.65,7.67,64,93,93.7,0.62,Moderate,Background
2011,237,Manggarai Timur,Nusa Tenggara Timur,2303.09,5.4349,138.7474,0.158,145,219,364,707.3,1129.67,1836.96,4.88,5.16,109,190,95.9,0.64,Moderate,Background
2012,237,Manggarai Timur,Nusa Tenggara Timur,2303.09,5.4349,138.7474,0.1151,102,163,265,807.03,383.81,1190.84,7.91,2.35,62,115,119.3,0.8,Moderate,Background
2013,237,Manggarai Timur,Nusa Tenggara Timur,2303.09,5.4349,138.7474,0.1554,135,223,358,467.96,1208.57,1676.53,3.47,5.42,101,168,186.6,1.24,Moderate,Elevated
2014,237,Manggarai Timur,Nusa Tenggara Timur,2303.09,5.4349,138.7474,0.1437,132,199,331,1880.32,498.76,2379.08,14.24,2.51,83,162,216.2,1.44,Moderate,Elevated
2015,237,Manggarai Timur,Nusa Tenggara Timur,2303.09,5.4349,138.7474,0.4325,432,564,996,2297.59,5277.88,7575.47,5.32,9.36,299,442,197.5,1.32,High,Elevated
2016,237,Manggarai Timur,Nusa Tenggara Timur,2303.09,5.4349,138.7474,0.0921,75,137,212,152.57,358.28,510.85,2.03,2.62,59,102,179.5,1.2,Moderate,Elevated
2017,237,Manggarai Timur,Nusa Tenggara Timur,2303.09,5.4349,138.7474,0.145,118,216,334,870.5,808.14,1678.64,7.38,3.74,72,189,153.7,1.02,Moderate,Elevated
2018,237,Manggarai Timur,Nusa Tenggara Timur,2303.09,5.4349,138.7474,0.1785,160,251,411,233.96,3464.52,3698.48,1.46,13.8,100,221,162.2,1.08,Moderate,Elevated
2019,237,Manggarai Timur,Nusa Tenggara Timur,2303.09,5.4349,138.7474,0.2992,290,399,689,1088.68,1805.81,2894.49,3.75,4.53,215,311,337.7,2.25,High,High
2020,237,Manggarai Timur,Nusa Tenggara Timur,2303.09,5.4349,138.7474,0.188,179,254,433,513.42,1167.96,1681.38,2.87,4.6,131,227,162.0,1.08,Moderate,Elevated
2010,238,Nagekeo,Nusa Tenggara Timur,4782.22,-2.4663,117.9074,0.0443,81,131,212,937.69,894.82,1832.51,11.58,6.83,54,109,109.8,0.73,Moderate,Background
2011,238,Nagekeo,Nusa Tenggara Timur,4782.22,-2.4663,117.9074,0.0747,163,194,357,202.58,264.87,467.45,1.24,1.37,100,149,164.4,1.1,Moderate,Elevated
2012,238,Nagekeo,Nusa Tenggara Timur,4782.22,-2.4663,117.9074,0.0709,134,205,339,1103.2,567.81,1671.0,8.23,2.77,85,144,206.6,1.38,Moderate,Elevated
2013,238,Nagekeo,Nusa Tenggara Timur,4782.22,-2.4663,117.9074,0.0918,182,257,439,148.62,672.78,821.41,0.82,2.62,141,210,117.8,0.79,Moderate,Background
2014,238,Nagekeo,Nusa Tenggara Timur,4782.22,-2.4663,117.9074,0.0859,167,244,411,184.9,290.36,475.25,1.11,1.19,116,177,135.3,0.9,Moderate,Background
2015,238,Nagekeo,Nusa Tenggara Timur,4782.22,-2.4663,117.9074,0.1978,397,549,946,8106.89,1749.11,9856.0,20.42,3.19,295,441,387.8,2.59,High,High
2016,238,Nagekeo,Nusa Tenggara Timur,4782.22,-2.4663,117.9074,0.0458,91,128,219,1116.65,1228.03,2344.67,12.27,9.59,60,104,132.0,0.88,Moderate,Background
2017,238,Nagekeo,Nusa Tenggara Timur,4782.22,-2.4663,117.9074,0.0851,158,249,407,3867.33,5651.04,9518.37,24.48,22.69,124,206,115.0,0.77,Moderate,Background
2018,238,Nagekeo,Nusa Tenggara Timur,4782.22,-2.4663,117.9074,0.0966,196,266,462,503.92,2103.18,2607.1,2.57,7.91,140,232,183.9,1.23,Moderate,Elevated
2019,238,Nagekeo,Nusa Tenggara Timur,4782.22,-2.4663,117.9074,0.216,462,571,1033,682.31,1246.36,1928.67,1.48,2.18,343,510,244.9,1.63,Extreme,Elevated
2020,238,Nagekeo,Nusa Tenggara Timur,4782.22,-2.4663,117.9074,0.0868,182,233,415,5642.87,1020.39,6663.26,31.0,4.38,119,200,231.7,1.54,Moderate,Elevated
2010,239,Ngada,Nusa Tenggara Timur,1986.74,-6.1162,126.5655,0.0795,64,94,158,392.25,246.73,638.98,6.13,2.62,50,72,181.8,1.21,Moderate,Elevated
2011,239,Ngada,Nusa Tenggara Timur,1986.74,-6.1162,126.5655,0.1505,120,179,299,171.45,1930.49,2101.94,1.43,10.78,75,138,185.0,1.23,Moderate,Elevated
2012,239,Ngada,Nusa Tenggara Timur,1986.74,-6.1162,126.5655,0.2018,168,233,401,958.22,1148.88,2107.11,5.7,4.93,116,184,178.0,1.19,Moderate,Elevated
2013,239,Ngada,Nusa Tenggara Timur,1986.74,-6.1162,126.5655,0.1429,117,167,284,937.33,1570.03,2507.36,8.01,9.4,80,118,88.8,0.59,Moderate,Background
2014,239,Ngada,Nusa Tenggara Timur,1986.74,-6.1162,126.5655,0.2235,165,279,444,457.61,1806.39,2264.0,2.77,6.47,127,200,177.1,1.18,Moderate,Elevated
2015,239,Ngada,Nusa Tenggara Timur,1986.74,-6.1162,126.5655,0.5003,385,609,994,1365.92,1445.67,2811.59,3.55,2.37,235,494,434.9,2.9,High,Severe
2016,239,Ngada,Nusa Tenggara Timur,1986.74,-6.1162,126.5655,0.0815,64,98,162,131.95,543.68,675.63,2.06,5.55,47,85,195.1,1.3,Moderate,Elevated
2017,239,Ngada,Nusa Tenggara Timur,1986.74,-6.1162,126.5655,0.1747,135,212,347,180.26,422.36,602.62,1.34,1.99,101,178,244.7,1.63,Moderate,Elevated
2018,239,Ngada,Nusa Tenggara Timur,1986.74,-6.1162,126.5655,0.2149,172,255,427,494.56,1047.01,1541.56,2.88,4.11,110,221,198.5,1.32,Moderate,Elevated
2019,239,Ngada,Nusa Tenggara Timur,1986.74,-6.1162,126.5655,0.6141,443,777,1220,5457.9,12990.61,18448.51,12.32,16.72,321,605,229.0,1.53,Extreme,Elevated
2020,239,Ngada,Nusa Tenggara Timur,1986.74,-6.1162,126.5655,0.2351,187,280,467,2045.62,1289.97,3335.59,10.94,4.61,118,237,277.3,1.85,Moderate,High
2010,240,Rote Ndao,Nusa Tenggara Timur,1767.84,-9.3691,125.9975,0.0651,42,73,115,501.04,155.39,656.44,11.93,2.13,26,51,153.6,1.02,Moderate,Elevated
2011,240,Rote Ndao,Nusa Tenggara Timur,1767.84,-9.3691,125.9975,0.2472,174,263,437,781.65,1625.16,2406.81,4.49,6.18,120,213,175.9,1.17,Moderate,Elevated
2012,240,Rote Ndao,Nusa Tenggara Timur,1767.84,-9.3691,125.9975,0.1906,157,180,337,1110.08,240.14,1350.22,7.07,1.33,114,136,271.2,1.81,Moderate,High
2013,240,Rote Ndao,Nusa Tenggara Timur,1767.84,-9.3691,125.9975,0.2257,161,238,399,1076.07,979.4,2055.47,6.68,4.12,113,183,159.6,1.06,Moderate,Elevated
2014,240,Rote Ndao,Nusa Tenggara Timur,1767.84,-9.3691,125.9975,0.211,151,222,373,234.62,647.28,881.89,1.55,2.92,110,176,247.3,1.65,Moderate,Elevated
2015,240,Rote Ndao,Nusa Tenggara Timur,1767.84,-9.3691,125.9975,0.405,288,428,716,1253.68,450.06,1703.74,4.35,1.05,207,342,132.7,0.88,High,Background
2016,240,Rote Ndao,Nusa Tenggara Timur,1767.84,-9.3691,125.9975,0.0724,55,73,128,40.89,103.77,144.66,0.74,1.42,34,53,158.2,1.05,Moderate,Elevated
2017,240,Rote Ndao,Nusa Tenggara Timur,1767.84,-9.3691,125.9975,0.2483,197,242,439,120.82,701.9,822.72,0.61,2.9,120,185,246.6,1.64,Moderate,Elevated
2018,240,Rote Ndao,Nusa Tenggara Timur,1767.84,-9.3691,125.9975,0.2229,143,251,394,397.18,317.46,714.64,2.78,1.26,90,212,178.7,1.19,Moderate,Elevated
2019,240,Rote Ndao,Nusa Tenggara Timur,1767.84,-9.3691,125.9975,0.3649,243,402,645,625.38,2001.33,2626.71,2.57,4.98,160,332,303.2,2.02,High,High
2020,240,Rote Ndao,Nusa Tenggara Timur,1767.84,-9.3691,125.9975,0.1918,139,200,339,1595.66,249.43,1845.09,11.48,1.25,107,168,173.7,1.16,Moderate,Elevated
2010,241,Sabu Raijua,Nusa Tenggara Timur,1835.57,-9.021,100.3692,0.1389,102,153,255,240.05,1202.22,1442.28,2.35,7.86,62,118,140.6,0.94,Moderate,Background
2011,241,Sabu Raijua,Nusa Tenggara Timur,1835.57,-9.021,100.3692,0.2277,171,247,418,499.99,4134.39,4634.39,2.92,16.74,126,202,117.8,0.79,Moderate,Background
2012,241,Sabu Raijua,Nusa Tenggara Timur,1835.57,-9.021,100.3692,0.1994,155,211,366,1961.7,2140.49,4102.19,12.66,10.14,105,156,181.5,1.21,Moderate,Elevated
2013,241,Sabu Raijua,Nusa Tenggara Timur,1835.57,-9.021,100.3692,0.2315,167,258,425,2312.1,2237.05,4549.15,13.84,8.67,109,223,197.9,1.32,Moderate,Elevated
