year,district_id,district_name,province_name,area_km2,latitude,longitude,fire_density_per_km2,fire_count_modis,fire_count_viirs,total_fires,total_frp_modis_mw,total_frp_viirs_mw,total_frp_all_mw,mean_frp_modis_mw,mean_frp_viirs_mw,high_confidence_fires_modis,high_confidence_fires_viirs,co_concentration_ppbv,co_enhancement_factor,fire_season_intensity,co_pollution_level
2020,305,Manado,Sulawesi Utara,3045.04,-7.7426,140.793,0.108,138,191,329,149.44,95.34,244.78,1.08,0.5,86,143,86.0,0.57,Moderate,Background
2010,306,Bitung,Sulawesi Utara,883.03,0.2826,135.2888,0.2729,103,138,241,122.79,232.24,355.03,1.19,1.68,79,112,181.6,1.21,Moderate,Elevated
2011,306,Bitung,Sulawesi Utara,883.03,0.2826,135.2888,0.4858,164,265,429,279.49,1376.71,1656.2,1.7,5.2,122,217,256.1,1.71,Moderate,High
2012,306,Bitung,Sulawesi Utara,883.03,0.2826,135.2888,0.4722,173,244,417,864.12,1019.57,1883.69,4.99,4.18,137,183,246.9,1.65,Moderate,Elevated
2013,306,Bitung,Sulawesi Utara,883.03,0.2826,135.2888,0.3816,136,201,337,694.52,755.32,1449.84,5.11,3.76,105,146,204.3,1.36,Moderate,Elevated
2014,306,Bitung,Sulawesi Utara,883.03,0.2826,135.2888,0.4949,171,266,437,9127.21,899.53,10026.74,53.38,3.38,127,231,225.8,1.51,Moderate,Elevated
2015,306,Bitung,Sulawesi Utara,883.03,0.2826,135.2888,0.7531,282,383,665,4403.15,1532.84,5935.99,15.61,4.0,211,296,333.3,2.22,High,High
2016,306,Bitung,Sulawesi Utara,883.03,0.2826,135.2888,0.2174,82,110,192,199.37,356.45,555.82,2.43,3.24,58,96,186.9,1.25,Moderate,Elevated
2017,306,Bitung,Sulawesi Utara,883.03,0.2826,135.2888,0.4892,170,262,432,656.58,1635.44,2292.02,3.86,6.24,124,186,158.9,1.06,Moderate,Elevated
2018,306,Bitung,Sulawesi Utara,883.03,0.2826,135.2888,0.4224,155,218,373,1778.03,2496.4,4274.44,11.47,11.45,121,154,125.8,0.84,Moderate,Background
2019,306,Bitung,Sulawesi Utara,883.03,0.2826,135.2888,1.1483,417,597,1014,195.87,1719.14,1915.01,0.47,2.88,279,427,366.0,2.44,Extreme,High
2020,306,Bitung,Sulawesi Utara,883.03,0.2826,135.2888,0.4836,164,263,427,2228.43,449.78,2678.21,13.59,1.71,106,203,177.4,1.18,Moderate,Elevated
2010,307,Tomohon,Sulawesi Utara,2897.84,-7.595,109.8838,0.038,42,68,110,1582.95,254.36,1837.31,37.69,3.74,25,56,169.2,1.13,Moderate,Elevated
2011,307,Tomohon,Sulawesi Utara,2897.84,-7.595,109.8838,0.1049,121,183,304,264.89,3921.41,4186.3,2.19,21.43,92,164,225.1,1.5,Moderate,Elevated
2012,307,Tomohon,Sulawesi Utara,2897.84,-7.595,109.8838,0.1153,124,210,334,176.55,269.22,445.77,1.42,1.28,80,153,68.4,0.46,Moderate,Background
2013,307,Tomohon,Sulawesi Utara,2897.84,-7.595,109.8838,0.1456,173,249,422,2165.39,403.39,2568.78,12.52,1.62,128,201,75.7,0.5,Moderate,Background
2014,307,Tomohon,Sulawesi Utara,2897.84,-7.595,109.8838,0.1263,146,220,366,384.57,1467.53,1852.1,2.63,6.67,102,193,171.4,1.14,Moderate,Elevated
2015,307,Tomohon,Sulawesi Utara,2897.84,-7.595,109.8838,0.2978,341,522,863,8460.74,3097.31,11558.06,24.81,5.93,249,462,343.5,2.29,High,High
2016,307,Tomohon,Sulawesi Utara,2897.84,-7.595,109.8838,0.0894,110,149,259,181.96,462.57,644.52,1.65,3.1,82,109,141.6,0.94,Moderate,Background
2017,307,Tomohon,Sulawesi Utara,2897.84,-7.595,109.8838,0.1474,174,253,427,1054.5,674.01,1728.51,6.06,2.66,111,223,225.7,1.5,Moderate,Elevated
2018,307,Tomohon,Sulawesi Utara,2897.84,-7.595,109.8838,0.1125,124,202,326,357.85,2179.72,2537.57,2.89,10.79,80,181,141.9,0.95,Moderate,Background
2019,307,Tomohon,Sulawesi Utara,2897.84,-7.595,109.8838,0.2581,289,459,748,1036.81,2132.71,3169.52,3.59,4.65,222,396,236.9,1.58,High,Elevated
2020,307,Tomohon,Sulawesi Utara,2897.84,-7.595,109.8838,0.1104,121,199,320,2801.4,600.57,3401.97,23.15,3.02,84,158,192.5,1.28,Moderate,Elevated
2010,308,Kotamobagu,Sulawesi Utara,1875.19,3.7675,105.6169,0.0837,63,94,157,52.28,178.59,230.86,0.83,1.9,41,74,136.9,0.91,Moderate,Background
2011,308,Kotamobagu,Sulawesi Utara,1875.19,3.7675,105.6169,0.1936,141,222,363,1512.17,537.46,2049.62,10.72,2.42,91,189,98.7,0.66,Moderate,Background
2012,308,Kotamobagu,Sulawesi Utara,1875.19,3.7675,105.6169,0.1669,122,191,313,135.62,374.24,509.86,1.11,1.96,86,147,225.3,1.5,Moderate,Elevated
2013,308,Kotamobagu,Sulawesi Utara,1875.19,3.7675,105.6169,0.1946,148,217,365,328.1,228.53,556.63,2.22,1.05,118,163,211.0,1.41,Moderate,Elevated
2014,308,Kotamobagu,Sulawesi Utara,1875.19,3.7675,105.6169,0.1914,144,215,359,1544.59,569.68,2114.27,10.73,2.65,100,153,240.2,1.6,Moderate,Elevated
2015,308,Kotamobagu,Sulawesi Utara,1875.19,3.7675,105.6169,0.5375,367,641,1008,1539.7,2758.0,4297.7,4.2,4.3,282,463,290.0,1.93,Extreme,High
2016,308,Kotamobagu,Sulawesi Utara,1875.19,3.7675,105.6169,0.1243,99,134,233,625.35,198.95,824.3,6.32,1.48,72,107,138.1,0.92,Moderate,Background
2017,308,Kotamobagu,Sulawesi Utara,1875.19,3.7675,105.6169,0.2096,158,235,393,362.78,5534.74,5897.51,2.3,23.55,123,182,97.7,0.65,Moderate,Background
2018,308,Kotamobagu,Sulawesi Utara,1875.19,3.7675,105.6169,0.2288,172,257,429,410.77,973.64,1384.41,2.39,3.79,115,220,155.6,1.04,Moderate,Elevated
2019,308,Kotamobagu,Sulawesi Utara,1875.19,3.7675,105.6169,0.4997,358,579,937,652.03,669.68,1321.71,1.82,1.16,269,465,180.8,1.21,High,Elevated
2020,308,Kotamobagu,Sulawesi Utara,1875.19,3.7675,105.6169,0.1861,135,214,349,913.48,1106.69,2020.17,6.77,5.17,103,175,156.2,1.04,Moderate,Elevated
2010,309,Bolaang Mongondow,Sulawesi Utara,2647.34,-6.0409,119.2097,0.0461,47,75,122,619.6,196.95,816.55,13.18,2.63,35,60,63.4,0.42,Moderate,Background
2011,309,Bolaang Mongondow,Sulawesi Utara,2647.34,-6.0409,119.2097,0.1322,139,211,350,155.7,919.03,1074.73,1.12,4.36,109,186,225.1,1.5,Moderate,Elevated
2012,309,Bolaang Mongondow,Sulawesi Utara,2647.34,-6.0409,119.2097,0.1379,138,227,365,629.29,1561.0,2190.29,4.56,6.88,103,194,135.7,0.9,Moderate,Background
2013,309,Bolaang Mongondow,Sulawesi Utara,2647.34,-6.0409,119.2097,0.1186,135,179,314,1080.46,308.5,1388.96,8.0,1.72,94,148,157.2,1.05,Moderate,Elevated
2014,309,Bolaang Mongondow,Sulawesi Utara,2647.34,-6.0409,119.2097,0.1439,143,238,381,511.45,541.7,1053.15,3.58,2.28,89,207,121.2,0.81,Moderate,Background
2015,309,Bolaang Mongondow,Sulawesi Utara,2647.34,-6.0409,119.2097,0.3498,317,609,926,884.03,2017.78,2901.81,2.79,3.31,239,469,364.7,2.43,High,High
2016,309,Bolaang Mongondow,Sulawesi Utara,2647.34,-6.0409,119.2097,0.0612,63,99,162,617.61,543.53,1161.13,9.8,5.49,44,82,169.7,1.13,Moderate,Elevated
2017,309,Bolaang Mongondow,Sulawesi Utara,2647.34,-6.0409,119.2097,0.1522,159,244,403,318.05,516.38,834.43,2.0,2.12,109,175,251.7,1.68,Moderate,High
2018,309,Bolaang Mongondow,Sulawesi Utara,2647.34,-6.0409,119.2097,0.1651,172,265,437,367.6,486.76,854.35,2.14,1.84,126,222,176.1,1.17,Moderate,Elevated
2019,309,Bolaang Mongondow,Sulawesi Utara,2647.34,-6.0409,119.2097,0.4333,391,756,1147,3994.35,463.33,4457.68,10.22,0.61,260,628,274.5,1.83,Extreme,High
2020,309,Bolaang Mongondow,Sulawesi Utara,2647.34,-6.0409,119.2097,0.1775,200,270,470,2240.51,2179.04,4419.55,11.2,8.07,128,199,211.4,1.41,Moderate,Elevated
2010,310,Bolaang Mongondow Selatan,Sulawesi Utara,548.3,-3.8473,127.6696,0.3137,68,104,172,350.78,198.58,549.36,5.16,1.91,49,78,152.7,1.02,Moderate,Elevated
2011,310,Bolaang Mongondow Selatan,Sulawesi Utara,548.3,-3.8473,127.6696,0.5654,120,190,310,1955.62,3275.93,5231.55,16.3,17.24,78,137,273.6,1.82,Moderate,High
2012,310,Bolaang Mongondow Selatan,Sulawesi Utara,548.3,-3.8473,127.6696,0.7186,165,229,394,1480.38,515.08,1995.47,8.97,2.25,119,202,170.3,1.14,Moderate,Elevated
2013,310,Bolaang Mongondow Selatan,Sulawesi Utara,548.3,-3.8473,127.6696,0.6548,150,209,359,1580.82,2110.67,3691.49,10.54,10.1,111,150,238.7,1.59,Moderate,Elevated
2014,310,Bolaang Mongondow Selatan,Sulawesi Utara,548.3,-3.8473,127.6696,0.7806,180,248,428,930.49,412.39,1342.88,5.17,1.66,126,221,234.0,1.56,Moderate,Elevated
2015,310,Bolaang Mongondow Selatan,Sulawesi Utara,548.3,-3.8473,127.6696,1.5575,318,536,854,197.21,499.63,696.84,0.62,0.93,248,464,392.1,2.61,High,High
2016,310,Bolaang Mongondow Selatan,Sulawesi Utara,548.3,-3.8473,127.6696,0.3429,70,118,188,907.29,318.79,1226.08,12.96,2.7,51,94,113.2,0.75,Moderate,Background
2017,310,Bolaang Mongondow Selatan,Sulawesi Utara,548.3,-3.8473,127.6696,0.6511,149,208,357,279.9,244.79,524.69,1.88,1.18,92,168,188.3,1.26,Moderate,Elevated
2018,310,Bolaang Mongondow Selatan,Sulawesi Utara,548.3,-3.8473,127.6696,0.6092,130,204,334,220.72,271.31,492.03,1.7,1.33,102,166,155.1,1.03,Moderate,Elevated
2019,310,Bolaang Mongondow Selatan,Sulawesi Utara,548.3,-3.8473,127.6696,1.5138,336,494,830,4686.85,2367.7,7054.54,13.95,4.79,240,433,268.0,1.79,High,High
2020,310,Bolaang Mongondow Selatan,Sulawesi Utara,548.3,-3.8473,127.6696,0.7806,167,261,428,6285.64,218.5,6504.14,37.64,0.84,111,183,141.3,0.94,Moderate,Background
2010,311,Bolaang Mongondow Timur,Sulawesi Utara,2201.53,-2.7885,106.1499,0.0522,45,70,115,766.25,1789.64,2555.89,17.03,25.57,30,54,99.2,0.66,Moderate,Background
2011,311,Bolaang Mongondow Timur,Sulawesi Utara,2201.53,-2.7885,106.1499,0.1812,164,235,399,427.96,840.32,1268.28,2.61,3.58,113,190,180.9,1.21,Moderate,Elevated
2012,311,Bolaang Mongondow Timur,Sulawesi Utara,2201.53,-2.7885,106.1499,0.1376,123,180,303,541.46,549.78,1091.24,4.4,3.05,93,128,220.8,1.47,Moderate,Elevated
2013,311,Bolaang Mongondow Timur,Sulawesi Utara,2201.53,-2.7885,106.1499,0.1313,127,162,289,1179.94,188.21,1368.15,9.29,1.16,91,138,177.7,1.18,Moderate,Elevated
2014,311,Bolaang Mongondow Timur,Sulawesi Utara,2201.53,-2.7885,106.1499,0.1703,162,213,375,1159.3,2013.74,3173.04,7.16,9.45,109,184,178.2,1.19,Moderate,Elevated
2015,311,Bolaang Mongondow Timur,Sulawesi Utara,2201.53,-2.7885,106.1499,0.4506,383,609,992,4725.91,3884.57,8610.49,12.34,6.38,295,498,161.5,1.08,High,Elevated
2016,311,Bolaang Mongondow Timur,Sulawesi Utara,2201.53,-2.7885,106.1499,0.1149,99,154,253,207.97,352.14,560.11,2.1,2.29,61,132,147.9,0.99,Moderate,Background
2017,311,Bolaang Mongondow Timur,Sulawesi Utara,2201.53,-2.7885,106.1499,0.1563,132,212,344,4407.95,3293.23,7701.18,33.39,15.53,80,152,184.5,1.23,Moderate,Elevated
2018,311,Bolaang Mongondow Timur,Sulawesi Utara,2201.53,-2.7885,106.1499,0.189,161,255,416,374.02,2169.79,2543.81,2.32,8.51,108,222,280.8,1.87,Moderate,High
2019,311,Bolaang Mongondow Timur,Sulawesi Utara,2201.53,-2.7885,106.1499,0.2648,228,355,583,1650.65,501.7,2152.35,7.24,1.41,172,250,352.4,2.35,High,High
2020,311,Bolaang Mongondow Timur,Sulawesi Utara,2201.53,-2.7885,106.1499,0.1935,180,246,426,3408.89,458.03,3866.92,18.94,1.86,128,177,149.8,1.0,Moderate,Background
2010,312,Bolaang Mongondow Utara,Sulawesi Utara,3775.14,-5.3873,133.6495,0.0604,96,132,228,386.85,337.25,724.1,4.03,2.55,74,110,92.5,0.62,Moderate,Background
2011,312,Bolaang Mongondow Utara,Sulawesi Utara,3775.14,-5.3873,133.6495,0.111,159,260,419,534.57,565.82,1100.39,3.36,2.18,118,186,213.8,1.43,Moderate,Elevated
2012,312,Bolaang Mongondow Utara,Sulawesi Utara,3775.14,-5.3873,133.6495,0.1078,163,244,407,164.4,2124.8,2289.2,1.01,8.71,108,185,125.4,0.84,Moderate,Background
2013,312,Bolaang Mongondow Utara,Sulawesi Utara,3775.14,-5.3873,133.6495,0.1004,166,213,379,574.88,635.92,1210.8,3.46,2.99,129,171,271.7,1.81,Moderate,High
2014,312,Bolaang Mongondow Utara,Sulawesi Utara,3775.14,-5.3873,133.6495,0.0991,139,235,374,823.97,1775.46,2599.43,5.93,7.56,92,184,180.8,1.21,Moderate,Elevated
2015,312,Bolaang Mongondow Utara,Sulawesi Utara,3775.14,-5.3873,133.6495,0.2758,392,649,1041,1038.65,1110.14,2148.79,2.65,1.71,255,581,269.5,1.8,Extreme,High
2016,312,Bolaang Mongondow Utara,Sulawesi Utara,3775.14,-5.3873,133.6495,0.044,70,96,166,2797.83,425.22,3223.04,39.97,4.43,55,85,152.9,1.02,Moderate,Elevated
2017,312,Bolaang Mongondow Utara,Sulawesi Utara,3775.14,-5.3873,133.6495,0.0877,130,201,331,99.06,1041.3,1140.36,0.76,5.18,88,170,242.8,1.62,Moderate,Elevated
2018,312,Bolaang Mongondow Utara,Sulawesi Utara,3775.14,-5.3873,133.6495,0.0967,130,235,365,359.12,281.61,640.73,2.76,1.2,96,169,200.1,1.33,Moderate,Elevated
2019,312,Bolaang Mongondow Utara,Sulawesi Utara,3775.14,-5.3873,133.6495,0.173,239,414,653,716.59,479.61,1196.2,3.0,1.16,165,320,398.6,2.66,High,High
2020,312,Bolaang Mongondow Utara,Sulawesi Utara,3775.14,-5.3873,133.6495,0.1049,150,246,396,888.31,1469.05,2357.36,5.92,5.97,106,206,165.2,1.1,Moderate,Elevated
2010,313,Kepulauan Sangihe,Sulawesi Utara,2256.98,-8.894,105.4775,0.1023,95,136,231,1490.37,319.09,1809.46,15.69,2.35,60,121,190.6,1.27,Moderate,Elevated
2011,313,Kepulauan Sangihe,Sulawesi Utara,2256.98,-8.894,105.4775,0.1737,145,247,392,2128.11,222.83,2350.94,14.68,0.9,91,213,161.2,1.07,Moderate,Elevated
2012,313,Kepulauan Sangihe,Sulawesi Utara,2256.98,-8.894,105.4775,0.171,155,231,386,805.21,1636.39,2441.6,5.19,7.08,101,162,188.2,1.25,Moderate,Elevated
2013,313,Kepulauan Sangihe,Sulawesi Utara,2256.98,-8.894,105.4775,0.1498,143,195,338,425.95,410.67,836.62,2.98,2.11,106,165,166.4,1.11,Moderate,Elevated
2014,313,Kepulauan Sangihe,Sulawesi Utara,2256.98,-8.894,105.4775,0.1972,166,279,445,1083.13,6252.86,7335.98,6.52,22.41,110,228,166.9,1.11,Moderate,Elevated
2015,313,Kepulauan Sangihe,Sulawesi Utara,2256.98,-8.894,105.4775,0.3872,347,527,874,3531.74,859.43,4391.17,10.18,1.63,261,404,372.8,2.49,High,High
2016,313,Kepulauan Sangihe,Sulawesi Utara,2256.98,-8.894,105.4775,0.0567,50,78,128,486.09,296.86,782.95,9.72,3.81,32,65,182.3,1.22,Moderate,Elevated
2017,313,Kepulauan Sangihe,Sulawesi Utara,2256.98,-8.894,105.4775,0.1777,154,247,401,972.36,448.23,1420.58,6.31,1.81,113,200,234.1,1.56,Moderate,Elevated
2018,313,Kepulauan Sangihe,Sulawesi Utara,2256.98,-8.894,105.4775,0.2012,176,278,454,484.0,4163.69,4647.69,2.75,14.98,132,222,183.7,1.22,Moderate,Elevated
2019,313,Kepulauan Sangihe,Sulawesi Utara,2256.98,-8.894,105.4775,0.3491,345,443,788,1980.16,832.63,2812.79,5.74,1.88,256,317,234.3,1.56,High,Elevated
2020,313,Kepulauan Sangihe,Sulawesi Utara,2256.98,-8.894,105.4775,0.1719,152,236,388,175.33,2124.52,2299.85,1.15,9.0,108,166,160.1,1.07,Moderate,Elevated
2010,314,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,1435.7,3.9535,110.805,0.1094,66,91,157,674.81,3196.52,3871.33,10.22,35.13,47,79,142.6,0.95,Moderate,Background
2011,314,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,1435.7,3.9535,110.805,0.2076,127,171,298,715.17,665.26,1380.43,5.63,3.89,89,128,234.9,1.57,Moderate,Elevated
2012,314,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,1435.7,3.9535,110.805,0.2563,157,211,368,700.77,786.43,1487.2,4.46,3.73,97,151,255.0,1.7,Moderate,High
2013,314,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,1435.7,3.9535,110.805,0.3016,193,240,433,940.49,1215.55,2156.05,4.87,5.06,131,200,324.9,2.17,Moderate,High
2014,314,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,1435.7,3.9535,110.805,0.241,122,224,346,1960.52,208.97,2169.49,16.07,0.93,91,162,149.0,0.99,Moderate,Background
2015,314,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,1435.7,3.9535,110.805,0.7139,396,629,1025,17602.94,2981.15,20584.1,44.45,4.74,245,471,274.7,1.83,Extreme,High
2016,314,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,1435.7,3.9535,110.805,0.0933,52,82,134,150.24,854.18,1004.43,2.89,10.42,35,67,171.7,1.14,Moderate,Elevated
2017,314,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,1435.7,3.9535,110.805,0.2501,137,222,359,494.73,325.58,820.32,3.61,1.47,87,184,182.0,1.21,Moderate,Elevated
2018,314,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,1435.7,3.9535,110.805,0.3162,194,260,454,242.42,1236.77,1479.19,1.25,4.76,151,193,191.4,1.28,Moderate,Elevated
2019,314,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,1435.7,3.9535,110.805,0.5308,285,477,762,1160.13,1857.99,3018.13,4.07,3.9,210,405,65.9,0.44,High,Background
2020,314,Kepulauan Siau Tagulandang Biaro,Sulawesi Utara,1435.7,3.9535,110.805,0.2417,132,215,347,195.64,6232.23,6427.87,1.48,28.99,95,190,242.6,1.62,Moderate,Elevated
2010,315,Kepulauan Talaud,Sulawesi Utara,4870.72,-6.3703,134.009,0.0343,67,100,167,287.76,278.72,566.48,4.29,2.79,52,73,111.8,0.75,Moderate,Background
2011,315,Kepulauan Talaud,Sulawesi Utara,4870.72,-6.3703,134.009,0.0725,134,219,353,2486.06,794.54,3280.6,18.55,3.63,84,155,158.3,1.06,Moderate,Elevated
2012,315,Kepulauan Talaud,Sulawesi Utara,4870.72,-6.3703,134.009,0.0698,131,209,340,406.77,930.73,1337.5,3.11,4.45,90,156,154.1,1.03,Moderate,Elevated
2013,315,Kepulauan Talaud,Sulawesi Utara,4870.72,-6.3703,134.009,0.0647,136,179,315,558.27,868.27,1426.53,4.1,4.85,103,146,51.4,0.34,Moderate,Background
2014,315,Kepulauan Talaud,Sulawesi Utara,4870.72,-6.3703,134.009,0.0725,153,200,353,867.22,642.28,1509.5,5.67,3.21,110,178,223.5,1.49,Moderate,Elevated
2015,315,Kepulauan Talaud,Sulawesi Utara,4870.72,-6.3703,134.009,0.1965,393,564,957,965.35,2241.54,3206.9,2.46,3.97,269,411,220.4,1.47,High,Elevated
2016,315,Kepulauan Talaud,Sulawesi Utara,4870.72,-6.3703,134.009,0.0376,70,113,183,27.68,643.12,670.79,0.4,5.69,53,99,202.3,1.35,Moderate,Elevated
2017,315,Kepulauan Talaud,Sulawesi Utara,4870.72,-6.3703,134.009,0.0784,167,215,382,303.87,736.8,1040.67,1.82,3.43,129,151,253.7,1.69,Moderate,High
2018,315,Kepulauan Talaud,Sulawesi Utara,4870.72,-6.3703,134.009,0.0871,175,249,424,553.59,385.42,939.01,3.16,1.55,120,220,316.6,2.11,Moderate,High
2019,315,Kepulauan Talaud,Sulawesi Utara,4870.72,-6.3703,134.009,0.1587,336,437,773,1057.72,3274.13,4331.86,3.15,7.49,260,323,196.8,1.31,High,Elevated
2020,315,Kepulauan Talaud,Sulawesi Utara,4870.72,-6.3703,134.009,0.0624,129,175,304,1236.5,391.72,1628.22,9.59,2.24,94,144,260.9,1.74,Moderate,High
2010,316,Minahasa,Sulawesi Utara,4024.18,-2.2421,119.0088,0.0385,56,99,155,65.51,100.14,165.65,1.17,1.01,40,82,146.1,0.97,Moderate,Background
2011,316,Minahasa,Sulawesi Utara,4024.18,-2.2421,119.0088,0.1046,185,236,421,2479.49,1122.34,3601.83,13.4,4.76,111,206,144.7,0.96,Moderate,Background
2012,316,Minahasa,Sulawesi Utara,4024.18,-2.2421,119.0088,0.0919,137,233,370,625.87,2318.75,2944.62,4.57,9.95,107,180,195.9,1.31,Moderate,Elevated
2013,316,Minahasa,Sulawesi Utara,4024.18,-2.2421,119.0088,0.086,138,208,346,895.23,1846.86,2742.09,6.49,8.88,84,176,130.8,0.87,Moderate,Background
2014,316,Minahasa,Sulawesi Utara,4024.18,-2.2421,119.0088,0.0907,166,199,365,840.48,2175.69,3016.17,5.06,10.93,108,145,229.5,1.53,Moderate,Elevated
2015,316,Minahasa,Sulawesi Utara,4024.18,-2.2421,119.0088,0.1518,264,347,611,919.65,477.18,1396.83,3.48,1.38,191,260,181.4,1.21,High,Elevated
2016,316,Minahasa,Sulawesi Utara,4024.18,-2.2421,119.0088,0.0311,51,74,125,52.1,66.53,118.63,1.02,0.9,33,55,124.8,0.83,Moderate,Background
2017,316,Minahasa,Sulawesi Utara,4024.18,-2.2421,119.0088,0.0808,137,188,325,477.42,154.37,631.79,3.48,0.82,91,155,130.5,0.87,Moderate,Background
2018,316,Minahasa,Sulawesi Utara,4024.18,-2.2421,119.0088,0.0895,147,213,360,2127.87,2744.41,4872.27,14.48,12.88,114,165,227.6,1.52,Moderate,Elevated
2019,316,Minahasa,Sulawesi Utara,4024.18,-2.2421,119.0088,0.1802,309,416,725,2826.38,840.95,3667.34,9.15,2.02,192,344,456.4,3.04,High,Severe
2020,316,Minahasa,Sulawesi Utara,4024.18,-2.2421,119.0088,0.082,138,192,330,501.21,1006.08,1507.29,3.63,5.24,100,154,139.2,0.93,Moderate,Background
2010,317,Minahasa Selatan,Sulawesi Utara,780.81,0.8989,100.1298,0.283,83,138,221,493.2,188.88,682.09,5.94,1.37,61,124,115.9,0.77,Moderate,Background
2011,317,Minahasa Selatan,Sulawesi Utara,780.81,0.8989,100.1298,0.584,176,280,456,617.62,801.53,1419.16,3.51,2.86,129,249,117.6,0.78,Moderate,Background
2012,317,Minahasa Selatan,Sulawesi Utara,780.81,0.8989,100.1298,0.6173,181,301,482,324.3,1241.48,1565.78,1.79,4.12,113,218,171.6,1.14,Moderate,Elevated
2013,317,Minahasa Selatan,Sulawesi Utara,780.81,0.8989,100.1298,0.5533,194,238,432,1176.74,622.06,1798.8,6.07,2.61,126,195,197.6,1.32,Moderate,Elevated
2014,317,Minahasa Selatan,Sulawesi Utara,780.81,0.8989,100.1298,0.4534,149,205,354,1535.13,1572.78,3107.9,10.3,7.67,115,148,210.7,1.4,Moderate,Elevated
2015,317,Minahasa Selatan,Sulawesi Utara,780.81,0.8989,100.1298,0.7531,236,352,588,2599.73,3835.51,6435.24,11.02,10.9,151,263,504.1,3.36,High,Severe
2016,317,Minahasa Selatan,Sulawesi Utara,780.81,0.8989,100.1298,0.2305,79,101,180,271.95,349.4,621.34,3.44,3.46,54,78,114.9,0.77,Moderate,Background
2017,317,Minahasa Selatan,Sulawesi Utara,780.81,0.8989,100.1298,0.4342,138,201,339,777.83,838.9,1616.73,5.64,4.17,94,162,147.1,0.98,Moderate,Background
2018,317,Minahasa Selatan,Sulawesi Utara,780.81,0.8989,100.1298,0.4418,133,212,345,201.92,1691.95,1893.87,1.52,7.98,93,161,136.4,0.91,Moderate,Background
2019,317,Minahasa Selatan,Sulawesi Utara,780.81,0.8989,100.1298,1.4037,443,653,1096,2265.14,9878.3,12143.44,5.11,15.13,337,578,407.6,2.72,Extreme,Severe
2020,317,Minahasa Selatan,Sulawesi Utara,780.81,0.8989,100.1298,0.4137,123,200,323,405.78,567.18,972.96,3.3,2.84,95,169,185.7,1.24,Moderate,Elevated
2010,318,Minahasa Tenggara,Sulawesi Utara,677.65,3.7035,97.5927,0.3217,94,124,218,786.31,836.31,1622.62,8.36,6.74,62,98,134.6,0.9,Moderate,Background
2011,318,Minahasa Tenggara,Sulawesi Utara,677.65,3.7035,97.5927,0.5859,159,238,397,1135.56,809.48,1945.04,7.14,3.4,107,189,145.8,0.97,Moderate,Background
