year,district_id,district_name,province_name,area_km2,latitude,longitude,fire_density_per_km2,fire_count_modis,fire_count_viirs,total_fires,total_frp_modis_mw,total_frp_viirs_mw,total_frp_all_mw,mean_frp_modis_mw,mean_frp_viirs_mw,high_confidence_fires_modis,high_confidence_fires_viirs,co_concentration_ppbv,co_enhancement_factor,fire_season_intensity,co_pollution_level
2018,206,Tangerang,Banten,3271.39,-0.4716,127.2912,0.1272,185,231,416,3338.58,572.93,3911.51,18.05,2.48,144,161,168.6,1.12,Moderate,Elevated
2019,206,Tangerang,Banten,3271.39,-0.4716,127.2912,0.2271,307,436,743,1474.16,4142.59,5616.75,4.8,9.5,245,378,386.6,2.58,High,High
2020,206,Tangerang,Banten,3271.39,-0.4716,127.2912,0.1299,166,259,425,901.93,4955.52,5857.45,5.43,19.13,130,203,234.4,1.56,Moderate,Elevated
2010,207,Lebak,Banten,2592.13,0.6089,111.4072,0.0621,69,92,161,148.27,152.38,300.65,2.15,1.66,47,77,154.5,1.03,Moderate,Elevated
2011,207,Lebak,Banten,2592.13,0.6089,111.4072,0.1451,150,226,376,836.87,2742.97,3579.84,5.58,12.14,103,194,170.9,1.14,Moderate,Elevated
2012,207,Lebak,Banten,2592.13,0.6089,111.4072,0.1616,163,256,419,326.35,1423.64,1749.99,2.0,5.56,121,213,319.4,2.13,Moderate,High
2013,207,Lebak,Banten,2592.13,0.6089,111.4072,0.1447,141,234,375,236.44,1830.78,2067.21,1.68,7.82,91,208,266.6,1.78,Moderate,High
2014,207,Lebak,Banten,2592.13,0.6089,111.4072,0.1593,160,253,413,374.08,350.98,725.07,2.34,1.39,124,206,208.0,1.39,Moderate,Elevated
2015,207,Lebak,Banten,2592.13,0.6089,111.4072,0.2766,253,464,717,444.24,1552.59,1996.83,1.76,3.35,200,361,301.7,2.01,High,High
2016,207,Lebak,Banten,2592.13,0.6089,111.4072,0.0914,95,142,237,145.77,830.82,976.6,1.53,5.85,69,123,169.3,1.13,Moderate,Elevated
2017,207,Lebak,Banten,2592.13,0.6089,111.4072,0.1312,128,212,340,210.19,120.04,330.22,1.64,0.57,79,186,203.1,1.35,Moderate,Elevated
2018,207,Lebak,Banten,2592.13,0.6089,111.4072,0.125,140,184,324,141.23,665.47,806.7,1.01,3.62,105,145,125.7,0.84,Moderate,Background
2019,207,Lebak,Banten,2592.13,0.6089,111.4072,0.3804,368,618,986,1536.91,599.87,2136.79,4.18,0.97,228,477,254.8,1.7,High,High
2020,207,Lebak,Banten,2592.13,0.6089,111.4072,0.12,129,182,311,263.61,510.56,774.17,2.04,2.81,87,137,209.6,1.4,Moderate,Elevated
2010,208,Pandeglang,Banten,2691.0,2.8657,132.3136,0.0899,102,140,242,1432.34,831.27,2263.61,14.04,5.94,70,123,85.9,0.57,Moderate,Background
2011,208,Pandeglang,Banten,2691.0,2.8657,132.3136,0.126,139,200,339,536.03,429.09,965.13,3.86,2.15,103,157,123.1,0.82,Moderate,Background
2012,208,Pandeglang,Banten,2691.0,2.8657,132.3136,0.1408,141,238,379,521.85,891.33,1413.18,3.7,3.75,96,177,199.5,1.33,Moderate,Elevated
2013,208,Pandeglang,Banten,2691.0,2.8657,132.3136,0.1119,127,174,301,405.73,417.32,823.05,3.19,2.4,97,136,106.3,0.71,Moderate,Background
2014,208,Pandeglang,Banten,2691.0,2.8657,132.3136,0.1572,149,274,423,3431.46,621.79,4053.25,23.03,2.27,95,231,120.3,0.8,Moderate,Background
2015,208,Pandeglang,Banten,2691.0,2.8657,132.3136,0.233,265,362,627,2264.76,6288.89,8553.66,8.55,17.37,193,270,371.3,2.48,High,High
2016,208,Pandeglang,Banten,2691.0,2.8657,132.3136,0.0914,97,149,246,3900.27,726.12,4626.39,40.21,4.87,72,125,198.9,1.33,Moderate,Elevated
2017,208,Pandeglang,Banten,2691.0,2.8657,132.3136,0.1241,135,199,334,1502.2,1420.5,2922.7,11.13,7.14,90,164,263.8,1.76,Moderate,High
2018,208,Pandeglang,Banten,2691.0,2.8657,132.3136,0.1498,158,245,403,668.41,1825.83,2494.25,4.23,7.45,107,216,60.6,0.4,Moderate,Background
2019,208,Pandeglang,Banten,2691.0,2.8657,132.3136,0.3616,374,599,973,416.97,4611.44,5028.41,1.11,7.7,276,531,369.7,2.46,High,High
2020,208,Pandeglang,Banten,2691.0,2.8657,132.3136,0.1654,185,260,445,230.17,708.69,938.87,1.24,2.73,121,191,115.8,0.77,Moderate,Background
